2025-08-29;19:17:02.212;[0] PING;19:17:02.467;[0/0] PONG (1)
2025-08-29;19:17:02.218;[0] PING;19:17:02.518;[1/0] PONG (2)
2025-08-29;19:17:04.087;[1] PING;19:17:05.039;[2/1] PONG (2)
2025-08-29;19:17:06.133;[2] PING;(проигнорировано);(проигнорировано)
2025-08-29;19:17:05.153;[1] PING;19:17:06.133;[3/1] PONG (1)
2025-08-29;19:17:06.715;[2] PING;(проигнорировано);(проигнорировано)
2025-08-29;19:17:09.163;[3] PING;19:17:09.997;[6/3] PONG (1)
2025-08-29;19:17:09.592;[3] PING;19:17:10.588;[7/3] PONG (2)
2025-08-29;19:17:11.404;[4] PING;19:17:11.735;[8/4] PONG (1)
2025-08-29;19:17:13.550;[4] PING;(проигнорировано);(проигнорировано)
2025-08-29;19:17:14.060;[5] PING;19:17:14.858;[11/5] PONG (1)
2025-08-29;19:17:15.885;[6] PING;19:17:16.155;[12/6] PONG (1)
2025-08-29;19:17:17.725;[5] PING;(проигнорировано);(проигнорировано)
2025-08-29;19:17:18.222;[7] PING;19:17:18.660;[15/7] PONG (1)
2025-08-29;19:17:18.900;[6] PING;(проигнорировано);(проигнорировано)
2025-08-29;19:17:18.436;[8] PING;19:17:19.077;[16/8] PONG (1)
2025-08-29;19:17:19.527;[9] PING;19:17:20.174;[19/9] PONG (1)
2025-08-29;19:17:21.577;[7] PING;19:17:22.041;[20/7] PONG (2)
2025-08-29;19:17:21.928;[10] PING;19:17:22.122;[21/10] PONG (1)
2025-08-29;19:17:24.350;[11] PING;19:17:25.092;[24/11] PONG (1)
2025-08-29;19:17:24.820;[8] PING;19:17:25.192;[25/8] PONG (2)
2025-08-29;19:17:26.132;[12] PING;19:17:26.724;[26/12] PONG (1)
2025-08-29;19:17:27.390;[9] PING;19:17:27.992;[27/9] PONG (2)
2025-08-29;19:17:27.835;[13] PING;19:17:28.344;[28/13] PONG (1)
2025-08-29;19:17:28.343;[10] PING;19:17:29.311;[29/10] PONG (2)
2025-08-29;19:17:29.421;[14] PING;19:17:29.916;[32/14] PONG (1)
