2025-09-01;08:38:01.148;[0] PING;08:38:01.525;[0/0] PONG (2)
2025-09-01;08:38:02.551;[1] PING;08:38:02.889;[3/1] PONG (2)
2025-09-01;08:38:02.959;[2] PING;08:38:03.919;[4/2] PONG (2)
2025-09-01;08:38:03.469;[3] PING;08:38:04.479;[5/3] PONG (2)
2025-09-01;;;08:38:05.850;[8] keepalive
2025-09-01;08:38:05.536;[4] PING;08:38:07.536;(таймаут)
2025-09-01;08:38:07.525;[5] PING;08:38:09.525;(таймаут)
2025-09-01;08:38:09.994;[6] PING;08:38:10.278;[12/6] PONG (2)
2025-09-01;;;08:38:10.853;[14] keepalive
2025-09-01;08:38:12.854;[7] PING;08:38:13.089;[15/7] PONG (2)
2025-09-01;08:38:14.323;[8] PING;08:38:15.064;[18/8] PONG (2)
2025-09-01;;;08:38:15.726;[20] keepalive
2025-09-01;08:38:17.027;[9] PING;08:38:17.574;[22/9] PONG (2)
2025-09-01;08:38:19.372;[10] PING;08:38:19.697;[23/10] PONG (2)
2025-09-01;;;08:38:20.726;[26] keepalive
2025-09-01;08:38:20.852;[11] PING;08:38:21.296;[27/11] PONG (2)
2025-09-01;08:38:23.214;[12] PING;08:38:25.214;(таймаут)
2025-09-01;;;08:38:25.728;[31] keepalive
2025-09-01;08:38:25.793;[13] PING;08:38:26.034;[32/13] PONG (2)
2025-09-01;08:38:27.380;[14] PING;08:38:28.293;[33/14] PONG (2)
2025-09-01;08:38:29.670;[15] PING;08:38:29.974;[35/15] PONG (2)
2025-09-01;08:38:30.139;[16] PING;08:38:30.338;[36/16] PONG (2)
2025-09-01;;;08:38:30.730;[39] keepalive
2025-09-01;08:38:30.554;[17] PING;08:38:32.554;(таймаут)
2025-09-01;08:38:33.296;[18] PING;08:38:33.959;[42/18] PONG (2)
2025-09-01;08:38:35.309;[19] PING;08:38:35.522;[44/19] PONG (2)
2025-09-01;;;08:38:35.733;[46] keepalive
2025-09-01;08:38:38.066;[20] PING;08:38:38.627;[49/20] PONG (2)
2025-09-01;08:38:39.102;[21] PING;08:38:39.519;[50/21] PONG (2)
2025-09-01;;;08:38:40.735;[52] keepalive
2025-09-01;08:38:41.338;[22] PING;08:38:42.295;[54/22] PONG (2)
2025-09-01;08:38:41.921;[23] PING;08:38:42.616;[55/23] PONG (2)
2025-09-01;08:38:42.631;[24] PING;08:38:43.271;[57/24] PONG (2)
2025-09-01;;;08:38:45.617;[61] keepalive
2025-09-01;08:38:45.407;[25] PING;08:38:46.197;[62/25] PONG (2)
2025-09-01;08:38:47.811;[26] PING;08:38:48.787;[64/26] PONG (2)
2025-09-01;08:38:48.284;[27] PING;08:38:49.024;[65/27] PONG (2)
2025-09-01;08:38:50.033;[28] PING;08:38:50.267;[66/28] PONG (2)
2025-09-01;;;08:38:50.618;[68] keepalive
2025-09-01;08:38:52.687;[29] PING;08:38:53.223;[72/29] PONG (2)
2025-09-01;;;08:38:55.621;[75] keepalive
