2025-09-01;08:39:29.778;[55] PING;08:39:30.689;[133/55] PONG (1)
2025-09-01;08:39:30.857;[56] PING;08:39:31.042;[134/56] PONG (1)
2025-09-01;08:39:33.463;[57] PING;08:39:33.894;[136/57] PONG (1)
2025-09-01;;;08:39:35.528;[137] keepalive
2025-09-01;08:39:36.398;[58] PING;08:39:36.863;[140/58] PONG (1)
2025-09-01;;;08:39:40.533;[143] keepalive
2025-09-01;08:39:38.904;[59] PING;08:39:40.904;(таймаут)
2025-09-01;08:39:40.616;[60] PING;08:39:41.453;[146/60] PONG (1)
2025-09-01;08:39:43.229;[61] PING;08:39:43.532;[148/61] PONG (1)
2025-09-01;;;08:39:45.414;[150] keepalive
2025-09-01;08:39:44.945;[62] PING;08:39:45.669;[152/62] PONG (1)
2025-09-01;08:39:45.702;[64] PING;08:39:46.127;[154/64] PONG (1)
2025-09-01;08:39:46.953;[65] PING;08:39:47.362;[155/65] PONG (1)
2025-09-01;08:39:45.390;[63] PING;08:39:47.390;(таймаут)
2025-09-01;08:39:48.290;[66] PING;08:39:49.106;[158/66] PONG (1)
2025-09-01;;;08:39:50.416;[161] keepalive
2025-09-01;08:39:50.588;[67] PING;08:39:50.902;[163/67] PONG (1)
2025-09-01;08:39:53.173;[68] PING;08:39:53.737;[167/68] PONG (1)
2025-09-01;;;08:39:55.418;[168] keepalive
2025-09-01;08:39:55.729;[69] PING;08:39:56.338;[171/69] PONG (1)
2025-09-01;08:39:57.957;[70] PING;08:39:58.066;[172/70] PONG (1)
2025-09-01;08:39:59.830;[71] PING;08:40:00.199;[175/71] PONG (1)
2025-09-01;;;08:40:00.419;[176] keepalive
2025-09-01;08:40:00.441;[72] PING;08:40:01.111;[178/72] PONG (1)
2025-09-01;08:40:00.952;[73] PING;08:40:01.562;[179/73] PONG (1)
2025-09-01;08:40:01.372;[74] PING;08:40:03.372;(таймаут)
2025-09-01;08:40:02.790;[75] PING;08:40:03.552;[181/75] PONG (1)
2025-09-01;08:40:03.493;[76] PING;08:40:04.143;[182/76] PONG (1)
2025-09-01;;;08:40:05.426;[185] keepalive
2025-09-01;08:40:05.998;[77] PING;08:40:06.954;[189/77] PONG (1)
2025-09-01;08:40:07.968;[78] PING;08:40:08.755;[191/78] PONG (1)
2025-09-01;;;08:40:10.427;[192] keepalive
2025-09-01;08:40:10.892;[79] PING;08:40:11.832;[195/79] PONG (1)
2025-09-01;08:40:13.237;[80] PING;08:40:13.722;[198/80] PONG (1)
2025-09-01;08:40:13.628;[81] PING;08:40:14.332;[199/81] PONG (1)
2025-09-01;;;08:40:15.303;[200] keepalive
2025-09-01;08:40:16.564;[82] PING;08:40:16.680;[203/82] PONG (1)
2025-09-01;08:40:18.970;[83] PING;08:40:19.393;[205/83] PONG (1)
2025-09-01;;;08:40:20.303;[206] keepalive
2025-09-01;08:40:20.630;[84] PING;08:40:20.929;[209/84] PONG (1)
2025-09-01;08:40:21.948;[85] PING;08:40:22.705;[212/85] PONG (1)
2025-09-01;;;08:40:25.306;[214] keepalive
2025-09-01;08:40:23.410;[86] PING;08:40:25.410;(таймаут)
2025-09-01;08:40:25.994;[87] PING;08:40:26.716;[217/87] PONG (1)
2025-09-01;08:40:27.871;[88] PING;08:40:28.569;[219/88] PONG (1)
2025-09-01;;;08:40:30.308;[221] keepalive
2025-09-01;08:40:30.177;[89] PING;08:40:30.670;[223/89] PONG (1)
2025-09-01;08:40:32.896;[90] PING;08:40:33.609;[226/90] PONG (1)
2025-09-01;08:40:33.860;[91] PING;08:40:34.088;[227/91] PONG (1)
2025-09-01;;;08:40:35.311;[229] keepalive
2025-09-01;08:40:35.064;[92] PING;08:40:35.748;[231/92] PONG (1)
2025-09-01;08:40:36.395;[94] PING;08:40:37.391;[233/94] PONG (1)
2025-09-01;08:40:35.417;[93] PING;08:40:37.417;(таймаут)
2025-09-01;08:40:37.576;[95] PING;08:40:38.063;[234/95] PONG (1)
2025-09-01;;;08:40:40.315;[236] keepalive
2025-09-01;08:40:40.538;[96] PING;08:40:40.919;[238/96] PONG (1)
2025-09-01;08:40:41.593;[97] PING;08:40:42.317;[240/97] PONG (1)
2025-09-01;;;08:40:45.199;[243] keepalive
2025-09-01;08:40:43.554;[98] PING;08:40:45.554;(таймаут)
2025-09-01;08:40:45.546;[99] PING;08:40:45.981;[245/99] PONG (1)
2025-09-01;08:40:47.541;[100] PING;08:40:48.495;[247/100] PONG (1)
2025-09-01;;;08:40:50.200;[250] keepalive
2025-09-01;08:40:50.236;[101] PING;08:40:50.592;[252/101] PONG (1)
2025-09-01;08:40:51.188;[102] PING;08:40:51.833;[253/102] PONG (1)
2025-09-01;08:40:52.392;[103] PING;08:40:52.844;[255/103] PONG (1)
2025-09-01;08:40:53.586;[104] PING;08:40:54.125;[256/104] PONG (1)
2025-09-01;;;08:40:55.203;[259] keepalive
2025-09-01;08:40:55.422;[105] PING;08:40:56.063;[262/105] PONG (1)
2025-09-01;08:40:56.310;[106] PING;08:40:57.220;[263/106] PONG (1)
2025-09-01;08:40:57.333;[107] PING;08:40:58.145;[265/107] PONG (1)
2025-09-01;08:40:59.237;[108] PING;08:40:59.762;[266/108] PONG (1)
2025-09-01;;;08:41:00.206;[267] keepalive
2025-09-01;08:41:01.422;[109] PING;08:41:02.064;[270/109] PONG (1)
2025-09-01;08:41:01.873;[110] PING;08:41:02.542;[271/110] PONG (1)
2025-09-01;08:41:03.838;[111] PING;08:41:03.997;[274/111] PONG (1)
2025-09-01;;;08:41:05.208;[275] keepalive
2025-09-01;08:41:06.111;[112] PING;08:41:07.055;[277/112] PONG (1)
2025-09-01;08:41:08.881;[113] PING;08:41:09.726;[280/113] PONG (1)
2025-09-01;;;08:41:10.209;[282] keepalive
2025-09-01;08:41:09.374;[114] PING;08:41:11.374;(таймаут)
2025-09-01;08:41:10.640;[115] PING;08:41:12.640;(таймаут)
2025-09-01;08:41:12.914;[116] PING;08:41:13.152;[286/116] PONG (1)
2025-09-01;;;08:41:15.096;[288] keepalive
2025-09-01;08:41:15.848;[117] PING;08:41:16.466;[292/117] PONG (1)
2025-09-01;08:41:18.812;[118] PING;08:41:19.204;[294/118] PONG (1)
2025-09-01;;;08:41:20.098;[296] keepalive
2025-09-01;08:41:20.502;[119] PING;08:41:21.362;[299/119] PONG (1)
2025-09-01;08:41:21.364;[120] PING;08:41:22.358;[300/120] PONG (1)
2025-09-01;08:41:23.611;[121] PING;08:41:23.920;[302/121] PONG (1)
2025-09-01;;;08:41:25.101;[304] keepalive
2025-09-01;08:41:25.388;[122] PING;08:41:25.822;[306/122] PONG (1)
2025-09-01;08:41:27.721;[123] PING;08:41:28.233;[308/123] PONG (1)
2025-09-01;08:41:28.676;[124] PING;08:41:28.965;[309/124] PONG (1)
2025-09-01;;;08:41:30.102;[310] keepalive
2025-09-01;08:41:30.448;[126] PING;08:41:30.890;[313/126] PONG (1)
2025-09-01;08:41:30.143;[125] PING;08:41:32.143;(таймаут)
2025-09-01;08:41:31.513;[127] PING;08:41:32.387;[315/127] PONG (1)
2025-09-01;08:41:33.345;[128] PING;08:41:33.588;[317/128] PONG (1)
2025-09-01;;;08:41:35.106;[318] keepalive
2025-09-01;08:41:34.405;[129] PING;08:41:36.405;(таймаут)
2025-09-01;08:41:36.114;[130] PING;08:41:36.554;[321/130] PONG (1)
2025-09-01;08:41:38.328;[131] PING;08:41:38.852;[324/131] PONG (1)
2025-09-01;08:41:38.703;[132] PING;08:41:39.835;[325/132] PONG (1)
2025-09-01;;;08:41:40.107;[326] keepalive
2025-09-01;08:41:39.195;[133] PING;08:41:41.195;(таймаут)
2025-09-01;08:41:41.762;[134] PING;08:41:43.762;(таймаут)
2025-09-01;;;08:41:44.957;[331] keepalive
2025-09-01;08:41:44.195;[135] PING;08:41:46.195;(таймаут)
2025-09-01;08:41:46.688;[136] PING;08:41:47.175;[334/136] PONG (1)
2025-09-01;08:41:48.608;[137] PING;08:41:49.201;[337/137] PONG (1)
2025-09-01;08:41:49.581;[138] PING;08:41:49.879;[339/138] PONG (1)
2025-09-01;;;08:41:49.958;[340] keepalive
2025-09-01;08:41:52.457;[139] PING;08:41:53.171;[344/139] PONG (1)
2025-09-01;08:41:53.878;[140] PING;08:41:54.052;[345/140] PONG (1)
2025-09-01;;;08:41:54.960;[346] keepalive
2025-09-01;08:41:56.238;[141] PING;08:41:57.223;[348/141] PONG (1)
2025-09-01;08:41:57.234;[142] PING;08:41:58.142;[350/142] PONG (1)
2025-09-01;08:41:57.766;[143] PING;08:41:58.847;[351/143] PONG (1)
2025-09-01;;;08:41:59.965;[352] keepalive
2025-09-01;08:42:00.681;[144] PING;08:42:01.326;[356/144] PONG (1)
2025-09-01;08:42:03.538;[145] PING;08:42:03.954;[360/145] PONG (1)
2025-09-01;;;08:42:04.969;[361] keepalive
2025-09-01;08:42:05.660;[146] PING;08:42:06.238;[364/146] PONG (1)
2025-09-01;08:42:07.039;[147] PING;08:42:07.667;[367/147] PONG (1)
2025-09-01;08:42:08.451;[148] PING;08:42:09.223;[370/148] PONG (1)
2025-09-01;;;08:42:09.972;[371] keepalive
2025-09-01;08:42:11.252;[149] PING;08:42:11.977;[375/149] PONG (1)
2025-09-01;08:42:12.825;[151] PING;08:42:13.167;[377/151] PONG (1)
2025-09-01;08:42:12.157;[150] PING;08:42:14.157;(таймаут)
2025-09-01;;;08:42:14.843;[379] keepalive
2025-09-01;08:42:14.300;[152] PING;08:42:15.117;[381/152] PONG (1)
2025-09-01;08:42:14.928;[153] PING;08:42:15.769;[382/153] PONG (1)
2025-09-01;08:42:17.734;[155] PING;08:42:18.180;[383/155] PONG (1)
2025-09-01;08:42:17.336;[154] PING;08:42:19.336;(таймаут)
2025-09-01;;;08:42:19.845;[385] keepalive
2025-09-01;08:42:20.595;[156] PING;08:42:21.060;[387/156] PONG (1)
2025-09-01;08:42:21.917;[157] PING;08:42:22.345;[389/157] PONG (1)
2025-09-01;08:42:22.900;[158] PING;08:42:23.567;[391/158] PONG (1)
2025-09-01;08:42:24.464;[159] PING;08:42:24.587;[392/159] PONG (1)
2025-09-01;;;08:42:24.847;[393] keepalive
2025-09-01;08:42:26.389;[160] PING;08:42:26.623;[396/160] PONG (1)
2025-09-01;;;08:42:29.849;[399] keepalive
2025-09-01;08:42:28.940;[161] PING;08:42:29.868;[401/161] PONG (1)
2025-09-01;08:42:29.883;[162] PING;08:42:30.643;[402/162] PONG (1)
2025-09-01;08:42:30.986;[163] PING;08:42:32.986;(таймаут)
2025-09-01;08:42:33.730;[164] PING;08:42:34.010;[405/164] PONG (1)
2025-09-01;;;08:42:34.850;[406] keepalive
2025-09-01;08:42:34.829;[165] PING;08:42:36.829;(таймаут)
2025-09-01;08:42:36.739;[166] PING;08:42:36.956;[409/166] PONG (1)
2025-09-01;08:42:38.669;[167] PING;08:42:39.137;[412/167] PONG (1)
2025-09-01;;;08:42:39.854;[413] keepalive
2025-09-01;08:42:41.421;[168] PING;08:42:41.673;[415/168] PONG (1)
2025-09-01;08:42:41.900;[169] PING;08:42:42.074;[416/169] PONG (1)
2025-09-01;;;08:42:44.739;[419] keepalive
2025-09-01;08:42:44.077;[170] PING;08:42:44.794;[421/170] PONG (1)
2025-09-01;08:42:44.923;[171] PING;08:42:45.185;[422/171] PONG (1)
2025-09-01;08:42:46.718;[172] PING;08:42:47.642;[424/172] PONG (1)
2025-09-01;08:42:48.204;[173] PING;08:42:48.649;[426/173] PONG (1)
2025-09-01;;;08:42:49.741;[428] keepalive
2025-09-01;08:42:50.926;[174] PING;08:42:51.201;[431/174] PONG (1)
2025-09-01;08:42:53.660;[175] PING;08:42:54.177;[433/175] PONG (1)
2025-09-01;;;08:42:54.744;[434] keepalive
2025-09-01;08:42:54.502;[176] PING;08:42:54.845;[436/176] PONG (1)
2025-09-01;08:42:55.812;[177] PING;08:42:56.065;[438/177] PONG (1)
2025-09-01;08:42:57.423;[178] PING;08:42:57.842;[440/178] PONG (1)
2025-09-01;08:42:58.775;[179] PING;08:42:59.712;[443/179] PONG (1)
